user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U0957,36,Male,Brazil,Account Executive,12,Master's Degree,Chinese,Reading,Understand cybersecurity,50->45->50,4.39
U0958,48,Prefer not to say,Canada,Pre-Sales Consultant,4,High School,Korean,Interactive,Improve leadership skills,87->85->88,3.77
U0959,46,Female,Brazil,Territory Sales Manager,8,Master's Degree,Korean,Hands-on,Prepare for certification,63->67->65,4.64
U0960,32,Male,Germany,Sales Engineer,11,PhD,Chinese,Interactive,Upskill in data science,75->76->81,4.32
U0961,45,Male,Germany,Territory Sales Manager,7,High School,Korean,Interactive,Prepare for certification,66->64->64,4.59
U0962,53,Non-binary,Japan,Sales Engineer,2,High School,German,Reading,Understand cybersecurity,72->68->65,3.54
U0963,36,Female,United States,Sales Manager,12,Associate Degree,Chinese,Video,Enhance data visualization,51->50->53,4.38
U0964,34,Prefer not to say,Germany,Sales Engineer,3,High School,French,Hands-on,Master programming,87->87->87,3.53
U0965,55,Non-binary,Japan,Sales Engineer,5,High School,German,Interactive,Enhance data visualization,86->84->80,4.88
U0966,33,Prefer not to say,United Kingdom,Account Executive,12,Bachelor's Degree,German,Hands-on,Learn project management,81->82->84,4.27
U0967,47,Prefer not to say,Brazil,Account Manager,6,Bachelor's Degree,German,Hands-on,Improve leadership skills,63->62->58,3.65
U0968,51,Non-binary,Japan,Sales Representative,11,Associate Degree,German,Video,Learn Agile methodologies,84->83->80,3.54
U0969,47,Prefer not to say,Canada,Sales Representative,0,Master's Degree,Chinese,Video,Master programming,51->46->42,3.38
U0970,24,Male,United Kingdom,Customer Success Manager,10,Bachelor's Degree,German,Video,Prepare for certification,68->65->63,4.39
U0971,46,Non-binary,Brazil,Sales Representative,2,Bachelor's Degree,German,Video,Improve leadership skills,50->53->54,3.44
U0972,26,Prefer not to say,Germany,Sales Manager,0,Bachelor's Degree,French,Video,Master programming,80->78->81,4.19
U0973,21,Prefer not to say,Brazil,Inside Sales Specialist,12,Master's Degree,French,Interactive,Understand cybersecurity,78->75->70,3.53
U0974,57,Prefer not to say,United States,Pre-Sales Consultant,5,Associate Degree,Chinese,Interactive,Understand cybersecurity,69->67->72,4.32
U0975,31,Male,Australia,Territory Sales Manager,12,PhD,German,Hands-on,Learn project management,67->67->71,4.63
U0976,50,Male,Australia,Account Executive,14,PhD,Korean,Interactive,Enhance data visualization,79->74->70,4.56
U0977,27,Non-binary,Germany,Sales Manager,3,Master's Degree,French,Hands-on,Advance marketing knowledge,90->87->88,4.52
U0978,20,Prefer not to say,France,Account Manager,13,High School,English,Reading,Explore machine learning,80->78->78,3.38
U0979,52,Prefer not to say,Brazil,Sales Engineer,9,Associate Degree,French,Interactive,Understand cybersecurity,67->66->68,3.18
U0980,23,Female,India,Inside Sales Specialist,15,Master's Degree,Chinese,Hands-on,Master programming,88->89->88,4.4
U0981,41,Prefer not to say,India,Account Executive,8,PhD,French,Reading,Enhance data visualization,55->55->55,3.74
U0982,60,Female,Germany,Territory Sales Manager,8,Bachelor's Degree,French,Video,Learn project management,66->61->61,3.86
U0983,35,Prefer not to say,Brazil,Sales Manager,0,PhD,French,Reading,Learn Agile methodologies,89->90->90,3.06
U0984,34,Non-binary,Australia,Territory Sales Manager,7,Master's Degree,Spanish,Reading,Learn Agile methodologies,52->54->57,3.52
U0985,20,Non-binary,United Kingdom,Account Executive,6,PhD,Spanish,Hands-on,Explore machine learning,62->59->63,3.07
U0986,27,Female,India,Sales Engineer,9,PhD,English,Reading,Upskill in data science,80->78->80,4.76
U0987,33,Male,Germany,Sales Representative,0,Master's Degree,Korean,Interactive,Prepare for certification,51->51->47,3.49
U0988,22,Female,India,Inside Sales Specialist,7,PhD,Chinese,Hands-on,Advance marketing knowledge,62->61->62,4.11
U0989,49,Non-binary,India,Sales Representative,12,Master's Degree,French,Video,Advance marketing knowledge,63->60->62,3.08
U0990,32,Prefer not to say,Germany,Account Executive,4,High School,French,Reading,Improve leadership skills,53->49->44,4.33
U0991,31,Prefer not to say,India,Pre-Sales Consultant,3,PhD,Spanish,Video,Understand cybersecurity,69->72->71,3.65
U0992,57,Prefer not to say,Brazil,Sales Manager,15,Associate Degree,German,Interactive,Advance marketing knowledge,51->52->48,4.8
U0993,36,Non-binary,United Kingdom,Sales Manager,14,Bachelor's Degree,Spanish,Hands-on,Learn Agile methodologies,87->85->85,4.78
U0994,21,Non-binary,Canada,Account Manager,5,Master's Degree,English,Hands-on,Learn Agile methodologies,80->80->81,3.65
U0995,50,Male,Brazil,Customer Success Manager,3,Associate Degree,German,Interactive,Advance marketing knowledge,75->71->69,4.8
U0996,56,Male,Canada,Sales Engineer,14,Bachelor's Degree,Spanish,Reading,Improve leadership skills,63->61->63,4.99
U0997,46,Prefer not to say,South Korea,Territory Sales Manager,0,Master's Degree,German,Video,Upskill in data science,90->91->96,4.65
U0998,43,Male,South Korea,Account Manager,8,High School,Chinese,Video,Enhance data visualization,83->81->84,4.69
U0999,39,Prefer not to say,France,Inside Sales Specialist,6,High School,Korean,Reading,Learn Agile methodologies,72->74->72,3.5
U1000,47,Non-binary,Germany,Pre-Sales Consultant,0,Bachelor's Degree,Spanish,Interactive,Enhance data visualization,61->64->59,4.15
U1001,59,Male,United Kingdom,Inside Sales Specialist,14,PhD,German,Interactive,Understand cybersecurity,66->64->60,3.13
U1002,47,Prefer not to say,France,Sales Manager,8,Bachelor's Degree,Spanish,Video,Learn Agile methodologies,85->90->94,3.19
U1003,40,Female,South Korea,Sales Engineer,1,Master's Degree,French,Reading,Understand cybersecurity,50->50->47,5
U1004,47,Male,United States,Account Executive,5,Associate Degree,French,Video,Learn project management,88->92->97,3.65
U1005,59,Prefer not to say,India,Sales Representative,0,PhD,Korean,Interactive,Master programming,75->75->74,4.5
U1006,20,Female,South Korea,Sales Representative,3,Bachelor's Degree,Spanish,Video,Learn project management,79->77->74,4.61
U1007,21,Male,Canada,Sales Representative,11,Associate Degree,English,Reading,Upskill in data science,51->50->47,4.72
U1008,32,Male,France,Pre-Sales Consultant,1,Master's Degree,German,Interactive,Upskill in data science,69->72->68,5
U1009,22,Female,South Korea,Pre-Sales Consultant,9,PhD,Spanish,Hands-on,Advance marketing knowledge,83->83->85,3.48
U1010,51,Prefer not to say,United Kingdom,Account Executive,4,Bachelor's Degree,French,Reading,Master programming,65->68->64,3.08
U1011,43,Male,France,Territory Sales Manager,4,Associate Degree,German,Interactive,Understand cybersecurity,67->64->68,3.82
U1012,42,Male,France,Sales Representative,11,Bachelor's Degree,French,Hands-on,Understand cybersecurity,83->86->91,3.26
U1013,25,Non-binary,Australia,Inside Sales Specialist,7,High School,German,Video,Explore machine learning,77->81->81,3.04
U1014,39,Non-binary,France,Customer Success Manager,3,Bachelor's Degree,English,Reading,Learn Agile methodologies,85->84->88,3.72
U1015,27,Non-binary,South Korea,Sales Manager,4,Bachelor's Degree,Spanish,Hands-on,Prepare for certification,52->50->50,4.57
U1016,21,Prefer not to say,India,Sales Representative,11,Bachelor's Degree,German,Interactive,Master programming,71->74->77,4.13
U1017,24,Male,France,Sales Engineer,4,Associate Degree,Chinese,Hands-on,Master programming,69->71->73,3.63
U1018,60,Prefer not to say,Brazil,Sales Manager,5,Bachelor's Degree,Spanish,Video,Learn project management,63->66->68,4.31
U1019,29,Non-binary,Japan,Territory Sales Manager,7,Master's Degree,German,Hands-on,Explore machine learning,52->47->49,3.46
U1020,23,Non-binary,Australia,Sales Representative,9,PhD,Spanish,Hands-on,Enhance data visualization,66->62->63,3.03
U1021,47,Female,United Kingdom,Account Executive,10,Master's Degree,French,Hands-on,Improve leadership skills,59->59->59,4.53
U1022,57,Female,Australia,Pre-Sales Consultant,5,Master's Degree,Chinese,Hands-on,Prepare for certification,89->84->85,4.25
U1023,39,Male,Canada,Sales Engineer,4,Master's Degree,Korean,Hands-on,Understand cybersecurity,73->71->67,4.52
U1024,38,Non-binary,United States,Sales Manager,6,Bachelor's Degree,English,Hands-on,Upskill in data science,53->53->52,3.08
U1025,43,Non-binary,France,Business Development Representative,9,Bachelor's Degree,Spanish,Reading,Master programming,77->74->70,4.67
U1026,47,Female,United Kingdom,Sales Representative,15,Master's Degree,Chinese,Video,Learn Agile methodologies,89->89->84,4.24
U1027,39,Male,South Korea,Business Development Representative,1,Bachelor's Degree,Korean,Video,Enhance data visualization,55->55->55,4.13
U1028,50,Non-binary,Canada,Customer Success Manager,14,PhD,Korean,Interactive,Understand cybersecurity,85->86->81,4.25
U1029,59,Female,United States,Sales Manager,13,High School,German,Reading,Upskill in data science,55->50->50,4.73
U1030,43,Female,Japan,Customer Success Manager,3,Bachelor's Degree,Korean,Interactive,Upskill in data science,60->61->60,4.17
U1031,23,Male,Japan,Inside Sales Specialist,7,Associate Degree,German,Hands-on,Advance marketing knowledge,81->85->80,4.16
U1032,31,Male,United Kingdom,Territory Sales Manager,14,PhD,Korean,Video,Learn Agile methodologies,84->88->86,4.98
U1033,53,Non-binary,Germany,Pre-Sales Consultant,3,Master's Degree,Chinese,Hands-on,Understand cybersecurity,65->64->61,4.51
U1034,20,Female,Germany,Account Manager,2,Associate Degree,Spanish,Interactive,Understand cybersecurity,77->76->78,3.88
U1035,37,Female,India,Account Manager,0,Bachelor's Degree,Chinese,Interactive,Learn project management,81->85->86,4.41
U1036,46,Female,Brazil,Business Development Representative,10,PhD,English,Hands-on,Enhance data visualization,69->68->72,3.78
U1037,56,Female,Germany,Inside Sales Specialist,14,High School,Spanish,Reading,Understand cybersecurity,89->87->91,3.46
U1038,59,Non-binary,United Kingdom,Account Executive,10,Bachelor's Degree,Chinese,Hands-on,Prepare for certification,59->57->61,4.19
U1039,37,Male,Canada,Territory Sales Manager,0,PhD,German,Hands-on,Prepare for certification,87->88->89,4.86
U1040,46,Male,United States,Business Development Representative,5,Associate Degree,German,Interactive,Advance marketing knowledge,90->95->92,4.86
U1041,37,Prefer not to say,France,Customer Success Manager,5,High School,Korean,Hands-on,Advance marketing knowledge,64->66->69,3.68
U1042,37,Male,India,Inside Sales Specialist,2,Associate Degree,German,Hands-on,Enhance data visualization,69->72->72,4.06
U1043,51,Female,South Korea,Account Executive,10,Bachelor's Degree,German,Hands-on,Master programming,78->83->84,3.42
U1044,43,Prefer not to say,France,Sales Representative,0,High School,Spanish,Reading,Improve leadership skills,58->59->64,4.99
U1045,50,Prefer not to say,Germany,Inside Sales Specialist,8,Associate Degree,Chinese,Interactive,Learn project management,79->74->74,4.96
U1046,46,Male,Germany,Sales Engineer,6,Bachelor's Degree,Spanish,Interactive,Upskill in data science,53->52->49,4.3
U1047,25,Prefer not to say,Brazil,Account Manager,3,Bachelor's Degree,Korean,Video,Advance marketing knowledge,70->66->71,4.61
U1048,56,Male,Japan,Sales Manager,0,Bachelor's Degree,Chinese,Reading,Improve leadership skills,65->63->63,4.43
U1049,55,Non-binary,South Korea,Pre-Sales Consultant,8,Associate Degree,Korean,Interactive,Explore machine learning,82->84->85,4.19
U1050,46,Female,Canada,Territory Sales Manager,1,Bachelor's Degree,Korean,Interactive,Advance marketing knowledge,85->81->76,3.11
U1051,45,Male,France,Business Development Representative,15,High School,English,Reading,Learn project management,58->62->58,3.91
U1052,53,Non-binary,Australia,Customer Success Manager,9,PhD,Chinese,Reading,Explore machine learning,88->83->83,4.35
U1053,28,Prefer not to say,South Korea,Sales Engineer,11,PhD,German,Hands-on,Improve leadership skills,57->56->54,4.36
U1054,40,Female,South Korea,Inside Sales Specialist,0,Master's Degree,Chinese,Reading,Improve leadership skills,64->59->60,3.75
U1055,24,Male,Japan,Sales Engineer,4,High School,Chinese,Hands-on,Prepare for certification,71->69->71,4.88
U1056,27,Non-binary,Brazil,Account Manager,4,High School,Spanish,Interactive,Improve leadership skills,89->86->88,3.33
U1057,38,Female,United States,Sales Representative,13,Master's Degree,Spanish,Hands-on,Upskill in data science,61->59->57,4
U1058,45,Male,India,Pre-Sales Consultant,0,Master's Degree,Korean,Reading,Enhance data visualization,70->70->70,4.38
U1059,29,Prefer not to say,Brazil,Inside Sales Specialist,7,Master's Degree,French,Hands-on,Upskill in data science,59->61->61,4.39
U1060,27,Male,South Korea,Sales Manager,13,PhD,Chinese,Video,Understand cybersecurity,87->82->82,4.3
U1061,49,Male,United States,Sales Engineer,2,Master's Degree,Chinese,Interactive,Learn project management,65->65->63,3.55
U1062,56,Female,United Kingdom,Business Development Representative,11,Bachelor's Degree,German,Reading,Explore machine learning,70->66->67,3.31
U1063,41,Prefer not to say,South Korea,Sales Manager,9,Associate Degree,Korean,Video,Learn Agile methodologies,64->59->56,4.27
U1064,37,Female,India,Sales Representative,13,PhD,Spanish,Reading,Improve leadership skills,86->81->78,4.2
U1065,22,Non-binary,United States,Sales Manager,2,Bachelor's Degree,French,Reading,Learn Agile methodologies,82->77->77,3.36
U1066,26,Male,Japan,Sales Representative,9,Master's Degree,Spanish,Interactive,Advance marketing knowledge,76->74->72,4.41
U1067,20,Non-binary,Brazil,Customer Success Manager,11,Bachelor's Degree,Korean,Hands-on,Upskill in data science,50->54->57,3.91
U1068,38,Male,India,Inside Sales Specialist,7,Master's Degree,Chinese,Video,Learn project management,56->58->53,4.34
U1069,37,Prefer not to say,South Korea,Inside Sales Specialist,5,Bachelor's Degree,French,Interactive,Learn Agile methodologies,64->62->67,4.67
U1070,56,Prefer not to say,United States,Account Manager,11,Master's Degree,German,Video,Enhance data visualization,74->78->80,3.34
U1071,43,Male,Australia,Sales Engineer,15,Associate Degree,French,Interactive,Upskill in data science,54->49->54,3.04
U1072,42,Non-binary,Japan,Territory Sales Manager,12,PhD,German,Interactive,Advance marketing knowledge,54->56->60,4.56
U1073,33,Prefer not to say,Germany,Customer Success Manager,0,PhD,German,Reading,Prepare for certification,52->53->53,4.22
U1074,60,Non-binary,Australia,Pre-Sales Consultant,10,PhD,Korean,Reading,Enhance data visualization,51->56->58,4.4
U1075,44,Non-binary,South Korea,Sales Manager,12,Associate Degree,English,Hands-on,Learn Agile methodologies,70->71->68,4.68
U1076,31,Prefer not to say,United States,Business Development Representative,5,Master's Degree,English,Interactive,Understand cybersecurity,54->50->53,4.61
U1077,47,Male,United States,Territory Sales Manager,7,Master's Degree,English,Video,Explore machine learning,67->71->66,4.92
U1078,55,Male,Brazil,Pre-Sales Consultant,6,Associate Degree,Chinese,Hands-on,Learn project management,83->78->78,4.07
U1079,53,Prefer not to say,Brazil,Sales Representative,15,High School,English,Reading,Explore machine learning,79->76->77,3.98
U1080,52,Female,United States,Inside Sales Specialist,10,Master's Degree,French,Hands-on,Prepare for certification,77->72->74,3.8
U1081,48,Female,Australia,Business Development Representative,12,PhD,French,Video,Explore machine learning,60->57->52,3.31
U1082,42,Male,United Kingdom,Business Development Representative,7,PhD,French,Hands-on,Prepare for certification,83->88->92,4.15
U1083,31,Non-binary,South Korea,Account Manager,11,High School,Chinese,Hands-on,Prepare for certification,83->84->89,3.55
U1084,50,Female,Australia,Account Manager,4,High School,Chinese,Hands-on,Prepare for certification,82->84->83,4.84
U1085,51,Prefer not to say,Japan,Sales Manager,10,PhD,Spanish,Interactive,Learn Agile methodologies,65->65->66,4.17
U1086,58,Prefer not to say,United States,Customer Success Manager,4,High School,English,Interactive,Upskill in data science,74->73->74,4.19
U1087,60,Male,Canada,Account Manager,15,High School,German,Video,Explore machine learning,76->80->84,3.71
U1088,32,Female,Australia,Pre-Sales Consultant,1,Associate Degree,French,Video,Advance marketing knowledge,85->87->90,3.1
U1089,33,Male,Australia,Sales Engineer,4,PhD,French,Hands-on,Master programming,64->62->62,3.06
U1090,41,Female,India,Sales Representative,1,Associate Degree,German,Reading,Learn Agile methodologies,81->80->82,3.85
U1091,52,Male,United States,Inside Sales Specialist,5,Master's Degree,German,Interactive,Prepare for certification,73->69->71,3.17
U1092,34,Female,Canada,Sales Representative,7,High School,Chinese,Hands-on,Learn Agile methodologies,77->77->72,4.21
U1093,35,Non-binary,Brazil,Sales Engineer,1,Bachelor's Degree,Spanish,Hands-on,Enhance data visualization,80->84->80,4.76
U1094,49,Non-binary,United Kingdom,Sales Engineer,9,Associate Degree,Spanish,Reading,Advance marketing knowledge,72->70->73,4.77
U1095,24,Male,Australia,Customer Success Manager,1,PhD,Korean,Hands-on,Learn project management,53->57->56,4.32
U1096,52,Male,United Kingdom,Account Manager,11,Master's Degree,French,Reading,Understand cybersecurity,61->65->64,3.42
U1097,32,Female,Japan,Sales Engineer,12,Master's Degree,English,Reading,Master programming,51->52->56,4.73
U1098,37,Female,Japan,Business Development Representative,8,High School,English,Video,Upskill in data science,69->66->68,4.77
U1099,57,Prefer not to say,Germany,Sales Manager,11,Bachelor's Degree,German,Interactive,Improve leadership skills,50->46->49,3.39
U1100,24,Prefer not to say,Japan,Sales Manager,3,Associate Degree,Korean,Interactive,Master programming,78->78->76,4.47
U1101,53,Non-binary,France,Account Executive,2,High School,English,Reading,Enhance data visualization,52->50->49,3.57
U1102,49,Non-binary,India,Business Development Representative,2,Master's Degree,Spanish,Interactive,Understand cybersecurity,61->60->60,4.61
U1103,40,Non-binary,India,Account Manager,5,High School,Korean,Reading,Prepare for certification,74->78->75,4.99
U1104,29,Female,Japan,Business Development Representative,15,High School,Chinese,Interactive,Prepare for certification,64->63->64,3.06
U1105,44,Male,Japan,Customer Success Manager,8,Master's Degree,French,Video,Upskill in data science,76->71->69,4.79
U1106,56,Male,South Korea,Account Manager,11,High School,Chinese,Interactive,Master programming,58->54->53,4.25
U1107,60,Male,Canada,Inside Sales Specialist,5,Bachelor's Degree,French,Video,Enhance data visualization,71->72->68,4.95
U1108,44,Male,Japan,Inside Sales Specialist,8,High School,German,Reading,Prepare for certification,57->55->53,3.93
U1109,32,Prefer not to say,India,Territory Sales Manager,0,Associate Degree,German,Reading,Explore machine learning,54->54->55,4.69
U1110,40,Male,Brazil,Territory Sales Manager,3,Bachelor's Degree,French,Hands-on,Learn Agile methodologies,60->64->59,3.12
U1111,41,Female,Germany,Sales Representative,5,High School,German,Video,Improve leadership skills,68->65->69,3.67
U1112,57,Non-binary,France,Sales Representative,3,Bachelor's Degree,English,Video,Advance marketing knowledge,82->82->83,3.13
U1113,56,Female,Japan,Account Manager,5,Master's Degree,Spanish,Interactive,Upskill in data science,57->54->49,4.95
U1114,26,Prefer not to say,Germany,Customer Success Manager,4,High School,German,Reading,Prepare for certification,77->81->84,4.63
U1115,52,Prefer not to say,India,Inside Sales Specialist,9,PhD,English,Interactive,Enhance data visualization,61->65->61,4.71
U1116,35,Prefer not to say,Brazil,Account Executive,10,PhD,English,Hands-on,Prepare for certification,67->72->76,4.88
U1117,27,Non-binary,United Kingdom,Account Manager,3,PhD,French,Video,Improve leadership skills,56->54->49,3.17
U1118,53,Non-binary,Canada,Pre-Sales Consultant,11,Master's Degree,German,Interactive,Advance marketing knowledge,68->65->68,3.77
U1119,36,Male,Canada,Sales Engineer,8,Master's Degree,Korean,Hands-on,Enhance data visualization,55->60->58,3.14
U1120,30,Male,Canada,Customer Success Manager,8,Associate Degree,Korean,Hands-on,Enhance data visualization,52->54->56,3.42
U1121,44,Male,Germany,Business Development Representative,6,PhD,German,Hands-on,Understand cybersecurity,75->77->76,3.46
U1122,23,Prefer not to say,Brazil,Territory Sales Manager,2,High School,Chinese,Reading,Learn project management,68->63->58,3.94
U1123,35,Female,South Korea,Sales Engineer,11,High School,English,Hands-on,Learn project management,68->70->67,3.54
U1124,42,Non-binary,Canada,Account Manager,9,High School,Chinese,Interactive,Explore machine learning,61->63->64,3.2
U1125,34,Non-binary,Canada,Business Development Representative,3,PhD,Korean,Interactive,Understand cybersecurity,62->67->72,3.33
U1126,30,Prefer not to say,France,Account Manager,0,Master's Degree,French,Video,Prepare for certification,61->66->64,3.29
U1127,42,Prefer not to say,United Kingdom,Account Executive,11,PhD,Korean,Video,Improve leadership skills,77->82->86,4.95
U1128,57,Female,United States,Business Development Representative,10,Associate Degree,Spanish,Hands-on,Upskill in data science,72->67->69,4.52
U1129,20,Prefer not to say,Brazil,Business Development Representative,9,PhD,Spanish,Hands-on,Advance marketing knowledge,72->74->75,4.94
U1130,52,Prefer not to say,India,Sales Manager,2,Associate Degree,German,Video,Master programming,87->87->83,3.88
U1131,59,Non-binary,France,Account Executive,11,Bachelor's Degree,French,Interactive,Learn project management,73->77->77,3.56
U1132,41,Male,United Kingdom,Account Executive,6,High School,French,Reading,Explore machine learning,54->54->53,4.6
U1133,26,Prefer not to say,United Kingdom,Customer Success Manager,11,High School,French,Video,Upskill in data science,88->89->91,3.65
U1134,39,Non-binary,United States,Account Manager,13,Associate Degree,Chinese,Reading,Explore machine learning,50->50->45,3.6
U1135,36,Male,Brazil,Sales Engineer,4,Associate Degree,Korean,Reading,Learn project management,76->78->81,3.47
U1136,49,Male,United Kingdom,Inside Sales Specialist,5,Associate Degree,French,Video,Learn project management,83->79->81,3.26
U1137,24,Female,Australia,Territory Sales Manager,14,Bachelor's Degree,Korean,Video,Improve leadership skills,60->62->62,3.51
U1138,57,Prefer not to say,United Kingdom,Sales Engineer,15,Associate Degree,English,Video,Prepare for certification,88->86->84,3.71
U1139,26,Male,France,Sales Engineer,5,Associate Degree,English,Hands-on,Master programming,87->86->91,4.35
U1140,21,Male,United Kingdom,Sales Manager,3,PhD,English,Interactive,Understand cybersecurity,69->72->72,3.13
U1141,25,Male,South Korea,Territory Sales Manager,4,Bachelor's Degree,English,Reading,Upskill in data science,84->80->82,3.42
U1142,22,Female,France,Customer Success Manager,2,Master's Degree,French,Hands-on,Learn Agile methodologies,78->83->88,4.62
U1143,32,Female,United States,Sales Manager,15,High School,Korean,Interactive,Upskill in data science,67->65->70,3.29
U1144,39,Prefer not to say,Germany,Sales Engineer,6,Bachelor's Degree,Spanish,Interactive,Improve leadership skills,52->53->53,3.69
U1145,24,Male,South Korea,Account Manager,12,High School,English,Video,Prepare for certification,57->55->51,4.73
U1146,35,Non-binary,Australia,Customer Success Manager,14,PhD,Spanish,Interactive,Upskill in data science,80->77->82,3.31
U1147,28,Female,Japan,Customer Success Manager,14,Associate Degree,French,Video,Enhance data visualization,74->70->73,3.17
U1148,58,Prefer not to say,France,Inside Sales Specialist,14,Master's Degree,Chinese,Hands-on,Enhance data visualization,73->69->67,3.97
U1149,52,Prefer not to say,Brazil,Sales Manager,4,Associate Degree,German,Video,Learn Agile methodologies,86->84->88,3.6
U1150,49,Female,South Korea,Account Manager,15,Associate Degree,English,Reading,Master programming,57->61->60,4.13
U1151,40,Non-binary,France,Account Manager,2,Master's Degree,French,Interactive,Prepare for certification,57->60->63,4.61
U1152,21,Prefer not to say,Japan,Business Development Representative,9,High School,Korean,Video,Master programming,81->81->84,3.27
U1153,41,Female,Japan,Sales Engineer,10,Associate Degree,French,Hands-on,Learn project management,52->52->51,4.16
U1154,39,Female,United Kingdom,Territory Sales Manager,14,High School,French,Reading,Prepare for certification,51->52->50,4.01
U1155,53,Non-binary,India,Account Executive,0,Associate Degree,English,Hands-on,Improve leadership skills,72->70->72,3.29
U1156,55,Non-binary,Canada,Inside Sales Specialist,11,Bachelor's Degree,French,Reading,Master programming,64->69->69,4.25
U1157,37,Non-binary,South Korea,Inside Sales Specialist,13,Master's Degree,Chinese,Interactive,Learn project management,56->51->46,3.55
U1158,49,Female,South Korea,Customer Success Manager,0,PhD,Spanish,Hands-on,Improve leadership skills,57->54->53,3.98
U1159,45,Male,Brazil,Sales Representative,15,PhD,French,Video,Prepare for certification,56->51->50,3.16
U1160,55,Prefer not to say,India,Sales Representative,13,Bachelor's Degree,Spanish,Interactive,Understand cybersecurity,58->57->56,3.92
U1161,51,Male,Germany,Pre-Sales Consultant,13,Master's Degree,English,Video,Upskill in data science,57->60->62,3.61
U1162,49,Male,United Kingdom,Territory Sales Manager,10,Master's Degree,English,Reading,Prepare for certification,64->59->61,4.64
U1163,35,Female,Germany,Business Development Representative,13,PhD,German,Hands-on,Prepare for certification,88->93->88,3.11
U1164,33,Male,Germany,Customer Success Manager,3,Master's Degree,Chinese,Interactive,Prepare for certification,75->79->76,3.84
U1165,38,Prefer not to say,South Korea,Customer Success Manager,3,High School,French,Interactive,Upskill in data science,55->58->59,3.92
U1166,38,Female,Canada,Account Manager,8,Bachelor's Degree,French,Hands-on,Master programming,56->59->55,4.45
U1167,30,Prefer not to say,Australia,Pre-Sales Consultant,15,High School,English,Interactive,Prepare for certification,65->67->66,4.15
U1168,32,Female,Australia,Account Manager,15,Bachelor's Degree,English,Reading,Advance marketing knowledge,74->71->71,4.33
U1169,25,Female,United Kingdom,Sales Manager,10,Bachelor's Degree,English,Video,Improve leadership skills,87->82->87,4.55
U1170,28,Male,India,Account Manager,3,Associate Degree,French,Hands-on,Explore machine learning,63->58->53,4.72
U1171,43,Female,Canada,Sales Engineer,9,Bachelor's Degree,Korean,Hands-on,Enhance data visualization,65->65->63,3.63
U1172,55,Non-binary,Canada,Pre-Sales Consultant,13,High School,English,Hands-on,Improve leadership skills,70->75->79,4.08
U1173,56,Non-binary,Germany,Territory Sales Manager,13,High School,German,Reading,Master programming,70->68->70,4.68
U1174,40,Female,India,Account Manager,11,High School,German,Video,Prepare for certification,89->93->98,4.98
U1175,39,Male,Canada,Account Executive,4,Associate Degree,Spanish,Reading,Explore machine learning,64->64->67,4.78
U1176,23,Female,Australia,Account Executive,5,PhD,German,Video,Master programming,51->53->53,3.74
U1177,22,Prefer not to say,France,Sales Manager,14,Associate Degree,Spanish,Reading,Prepare for certification,58->58->55,3.39
U1178,37,Prefer not to say,Brazil,Pre-Sales Consultant,8,Bachelor's Degree,Spanish,Hands-on,Prepare for certification,87->85->80,3.98
U1179,39,Prefer not to say,Germany,Sales Representative,1,Master's Degree,English,Hands-on,Explore machine learning,84->87->84,4.48
U1180,44,Non-binary,France,Inside Sales Specialist,14,Bachelor's Degree,Spanish,Interactive,Enhance data visualization,79->83->81,3.99
U1181,55,Non-binary,Germany,Sales Engineer,12,High School,German,Video,Learn project management,57->52->51,3.97
U1182,21,Prefer not to say,Canada,Pre-Sales Consultant,8,Bachelor's Degree,French,Interactive,Explore machine learning,77->72->68,4.68
U1183,47,Male,Japan,Account Manager,7,Associate Degree,French,Reading,Enhance data visualization,51->53->57,3.72
U1184,29,Prefer not to say,Canada,Sales Representative,3,Master's Degree,Spanish,Interactive,Improve leadership skills,75->70->68,4.72
U1185,28,Non-binary,South Korea,Customer Success Manager,7,PhD,Spanish,Interactive,Explore machine learning,82->85->84,3.81
U1186,37,Female,Brazil,Sales Engineer,11,Associate Degree,French,Interactive,Understand cybersecurity,55->57->61,3.66
U1187,36,Prefer not to say,Germany,Sales Manager,9,PhD,French,Reading,Explore machine learning,72->74->77,3.91
U1188,27,Female,Brazil,Pre-Sales Consultant,3,Master's Degree,French,Reading,Learn project management,78->74->77,4.52
U1189,34,Female,Canada,Sales Engineer,8,High School,Korean,Interactive,Explore machine learning,63->64->69,3.25
U1190,28,Prefer not to say,India,Territory Sales Manager,13,Bachelor's Degree,French,Video,Prepare for certification,52->51->52,3.39
U1191,41,Non-binary,United States,Pre-Sales Consultant,12,Associate Degree,German,Video,Improve leadership skills,51->51->46,4.9
U1192,28,Female,France,Customer Success Manager,5,High School,Chinese,Reading,Master programming,87->87->84,3.35
U1193,53,Female,Brazil,Inside Sales Specialist,15,Master's Degree,Spanish,Interactive,Advance marketing knowledge,89->87->87,4.14
U1194,36,Female,United Kingdom,Inside Sales Specialist,14,Associate Degree,French,Interactive,Enhance data visualization,83->81->85,4.16
U1195,46,Female,United States,Pre-Sales Consultant,3,High School,English,Interactive,Understand cybersecurity,50->52->54,3.98
U1196,30,Male,Germany,Account Manager,8,PhD,Chinese,Hands-on,Master programming,63->65->61,4.29
