course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0571,Fundamentals of UX Design,Beginner,136,German,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,None,9,Instructor R,4.65,2021-01-21,15,FALSE,Self-paced,High,0-1 years,Audio Descriptions
C0572,Fundamentals of Blockchain,Intermediate,120,Chinese,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Negotiation,Experience in customer-facing roles,2,Instructor Y,4.36,2023-09-21,5,TRUE,Instructor-led,Low,10+ years,Audio Descriptions
C0573,Essentials of Leadership,Advanced,174,Spanish,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Lead Generation,Experience in customer-facing roles,10,Instructor O,3.53,2019-08-11,5,TRUE,Blended,Low,3-5 years,Subtitles
C0574,Essentials of Agile Development,Intermediate,114,English,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Presentation Skills,Familiarity with CRM tools,9,Instructor E,4.59,2021-07-04,7,FALSE,Instructor-led,High,3-5 years,None
C0575,Advanced Software Testing,Beginner,47,English,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Customer Relationship Management,Basic understanding of sales principles,9,Instructor A,4.7,2024-09-02,17,FALSE,Self-paced,Medium,10+ years,None
C0576,Advanced SQL,Advanced,96,German,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Retail Sales,Familiarity with CRM tools,2,Instructor F,4.42,2020-08-03,10,TRUE,Blended,High,0-1 years,Transcripts
C0577,Mastering Customer Service,Intermediate,104,French,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Customer Success,Basic understanding of sales principles,3,Instructor O,4.39,2023-09-04,16,TRUE,Instructor-led,Medium,3-5 years,None
C0578,Essentials of Python,Intermediate,38,French,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Retail Sales,Basic understanding of sales principles,9,Instructor I,4.24,2019-02-07,8,FALSE,Blended,Low,3-5 years,None
C0579,Introduction to Blockchain,Beginner,68,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Sales Strategy,Basic understanding of sales principles,6,Instructor M,3.32,2019-10-07,18,FALSE,Blended,High,10+ years,Audio Descriptions
C0580,Fundamentals of Leadership,Advanced,178,Spanish,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Basic understanding of sales principles,4,Instructor H,4.74,2020-01-31,6,FALSE,Instructor-led,Medium,1-3 years,Transcripts
C0581,Advanced Marketing,Advanced,128,Chinese,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,Experience in customer-facing roles,3,Instructor O,4.65,2023-03-14,3,TRUE,Self-paced,High,1-3 years,None
C0582,Essentials of Leadership,Advanced,81,Korean,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Negotiation,None,4,Instructor N,3.67,2024-12-04,9,TRUE,Self-paced,High,1-3 years,Transcripts
C0583,Advanced Data Science,Beginner,122,Chinese,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Lead Generation,Familiarity with CRM tools,5,Instructor S,3.32,2024-04-24,19,FALSE,Blended,High,0-1 years,Subtitles
C0584,Mastering Digital Marketing,Advanced,126,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,None,3,Instructor P,4.66,2021-08-02,4,FALSE,Self-paced,Medium,5-10 years,None
C0585,Introduction to Cloud Computing,Beginner,103,English,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Presentation Skills,Basic understanding of sales principles,3,Instructor S,3.01,2024-04-13,11,TRUE,Instructor-led,Medium,0-1 years,Transcripts
C0586,Introduction to Artificial Intelligence,Beginner,82,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Familiarity with CRM tools,2,Instructor L,4.23,2019-10-17,16,TRUE,Instructor-led,Low,3-5 years,Subtitles
C0587,Introduction to Marketing,Intermediate,159,Korean,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Experience in customer-facing roles,2,Instructor B,4.26,2019-04-18,9,FALSE,Blended,High,3-5 years,None
C0588,Mastering Data Science,Intermediate,62,Chinese,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,B2B Sales,Familiarity with CRM tools,7,Instructor L,4.27,2021-03-04,13,FALSE,Self-paced,Low,5-10 years,Subtitles
C0589,Mastering Cybersecurity,Advanced,167,German,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Experience in customer-facing roles,4,Instructor O,4.56,2021-01-09,12,TRUE,Instructor-led,High,10+ years,Audio Descriptions
C0590,Essentials of Leadership,Intermediate,152,French,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,B2B Sales,Experience in customer-facing roles,7,Instructor H,4.52,2023-12-22,12,FALSE,Instructor-led,High,5-10 years,Audio Descriptions
C0591,Essentials of Artificial Intelligence,Advanced,56,English,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,4,Instructor Q,4.93,2021-08-02,12,TRUE,Instructor-led,High,1-3 years,Subtitles
C0592,Mastering Cybersecurity,Advanced,146,English,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,None,8,Instructor J,4.27,2019-12-13,4,FALSE,Instructor-led,Medium,5-10 years,None
C0593,Mastering DevOps,Beginner,87,Korean,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Customer Success,None,6,Instructor B,3.21,2022-11-25,3,FALSE,Blended,Low,3-5 years,Audio Descriptions
C0594,Mastering Software Testing,Intermediate,44,English,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,None,10,Instructor I,4.38,2020-10-27,15,FALSE,Self-paced,Low,5-10 years,Audio Descriptions
C0595,Introduction to Data Visualization,Beginner,168,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,6,Instructor Z,3.6,2019-02-20,6,FALSE,Blended,Medium,1-3 years,Transcripts
C0596,Mastering Digital Marketing,Beginner,142,English,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Analytics,Familiarity with CRM tools,2,Instructor S,3.13,2019-11-22,11,FALSE,Instructor-led,Low,5-10 years,Audio Descriptions
C0597,Mastering Data Visualization,Beginner,88,French,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Experience in customer-facing roles,2,Instructor F,3.69,2024-09-06,17,FALSE,Blended,High,1-3 years,Subtitles
C0598,Fundamentals of Data Visualization,Beginner,120,German,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Retail Sales,None,10,Instructor O,3.09,2020-04-08,19,TRUE,Self-paced,Medium,5-10 years,Audio Descriptions
C0599,Introduction to Financial Analysis,Advanced,139,Spanish,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Experience in customer-facing roles,7,Instructor P,4.95,2022-04-19,3,TRUE,Self-paced,Medium,1-3 years,Subtitles
C0600,Essentials of Marketing,Beginner,110,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Familiarity with CRM tools,4,Instructor M,4.5,2019-11-18,5,TRUE,Blended,High,10+ years,None
C0601,Introduction to Machine Learning,Advanced,43,German,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Strategy,None,6,Instructor H,4.52,2022-09-08,10,FALSE,Instructor-led,Medium,3-5 years,Transcripts
C0602,Mastering Digital Marketing,Intermediate,50,Spanish,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Sales Strategy,Familiarity with CRM tools,8,Instructor H,3.04,2020-05-28,20,TRUE,Blended,High,3-5 years,Audio Descriptions
C0603,Fundamentals of Agile Development,Intermediate,60,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Familiarity with CRM tools,5,Instructor F,3.98,2024-02-03,3,TRUE,Instructor-led,Medium,3-5 years,None
C0604,Advanced Marketing,Beginner,140,English,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Basic understanding of sales principles,7,Instructor E,4.37,2023-07-06,20,TRUE,Instructor-led,Low,0-1 years,Audio Descriptions
C0605,Essentials of Statistics,Advanced,57,French,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,9,Instructor X,3.55,2023-11-20,12,FALSE,Self-paced,High,1-3 years,Subtitles
C0606,Introduction to Leadership,Advanced,124,French,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Presentation Skills,Familiarity with CRM tools,10,Instructor X,3.85,2022-02-18,6,TRUE,Instructor-led,Medium,1-3 years,None
C0607,Fundamentals of Agile Development,Intermediate,111,Korean,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Basic understanding of sales principles,7,Instructor D,3.33,2022-11-23,12,TRUE,Instructor-led,Medium,0-1 years,None
C0608,Advanced Cybersecurity,Intermediate,96,German,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Negotiation,Basic understanding of sales principles,10,Instructor Q,4.39,2020-11-22,3,TRUE,Blended,Low,1-3 years,None
C0609,Fundamentals of Python,Beginner,102,German,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Negotiation,None,3,Instructor O,3.16,2023-11-06,18,FALSE,Self-paced,Medium,3-5 years,Audio Descriptions
C0610,Advanced Project Management,Advanced,49,Spanish,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Customer Relationship Management,Experience in customer-facing roles,7,Instructor B,4.31,2023-11-11,6,FALSE,Blended,High,10+ years,Subtitles
C0611,Advanced Cybersecurity,Advanced,126,Korean,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Basic understanding of sales principles,4,Instructor X,4.9,2024-07-27,12,TRUE,Blended,Low,0-1 years,Transcripts
C0612,Mastering Python,Beginner,155,German,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Presentation Skills,None,6,Instructor T,3.86,2023-04-07,10,FALSE,Blended,High,3-5 years,Audio Descriptions
C0613,Fundamentals of Cybersecurity,Advanced,154,Chinese,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Basic understanding of sales principles,3,Instructor H,3.84,2020-04-05,12,FALSE,Instructor-led,Low,3-5 years,Subtitles
C0614,Mastering SQL,Intermediate,59,Spanish,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Customer Relationship Management,Experience in customer-facing roles,8,Instructor V,3.8,2021-08-19,3,FALSE,Blended,Low,0-1 years,Subtitles
C0615,Fundamentals of Machine Learning,Intermediate,111,Chinese,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Negotiation,Basic understanding of sales principles,6,Instructor P,4.97,2021-06-15,13,TRUE,Instructor-led,Medium,5-10 years,Transcripts
C0616,Advanced Machine Learning,Advanced,58,German,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Retail Sales,None,2,Instructor Z,4.79,2023-04-03,5,FALSE,Blended,Low,1-3 years,Transcripts
C0617,Essentials of Cloud Computing,Beginner,70,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Experience in customer-facing roles,8,Instructor G,3.43,2021-10-15,3,TRUE,Blended,Low,5-10 years,None
C0618,Introduction to Customer Service,Beginner,102,Spanish,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Strategy,Experience in customer-facing roles,3,Instructor Z,4.3,2023-03-28,15,TRUE,Instructor-led,Low,5-10 years,Subtitles
C0619,Mastering Blockchain,Beginner,33,French,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Retail Sales,Experience in customer-facing roles,6,Instructor Z,4.73,2022-08-18,16,TRUE,Instructor-led,Medium,10+ years,Subtitles
C0620,Essentials of Data Visualization,Intermediate,126,Spanish,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Experience in customer-facing roles,6,Instructor W,4.94,2024-12-24,19,TRUE,Self-paced,Medium,1-3 years,Audio Descriptions
C0621,Introduction to Machine Learning,Intermediate,87,German,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Strategy,Experience in customer-facing roles,3,Instructor U,4.74,2022-06-26,13,TRUE,Self-paced,Low,10+ years,Transcripts
C0622,Mastering UX Design,Advanced,93,English,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Familiarity with CRM tools,9,Instructor I,4.54,2023-08-14,12,FALSE,Self-paced,Medium,10+ years,None
C0623,Fundamentals of Python,Advanced,83,German,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Experience in customer-facing roles,9,Instructor Q,4.52,2019-11-30,6,FALSE,Self-paced,Medium,5-10 years,Subtitles
C0624,Essentials of SQL,Advanced,61,Korean,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Success,None,4,Instructor U,3.26,2024-11-18,18,TRUE,Blended,Medium,1-3 years,Subtitles
C0625,Introduction to Agile Development,Intermediate,105,French,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Experience in customer-facing roles,6,Instructor Q,4.84,2021-04-17,14,FALSE,Instructor-led,Low,5-10 years,Transcripts
C0626,Essentials of SQL,Advanced,151,English,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,B2B Sales,Experience in customer-facing roles,2,Instructor J,4.59,2021-02-07,9,TRUE,Instructor-led,Medium,0-1 years,Subtitles
C0627,Mastering Software Testing,Advanced,70,English,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Familiarity with CRM tools,6,Instructor N,3.23,2022-06-06,14,FALSE,Blended,High,5-10 years,Subtitles
C0628,Advanced Statistics,Beginner,85,Spanish,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Presentation Skills,Experience in customer-facing roles,6,Instructor Z,4.37,2024-04-23,9,TRUE,Self-paced,Low,0-1 years,Transcripts
C0629,Advanced Leadership,Intermediate,30,Spanish,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Familiarity with CRM tools,9,Instructor K,3.4,2022-05-24,19,TRUE,Blended,Medium,3-5 years,None
C0630,Fundamentals of Customer Service,Intermediate,163,Spanish,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,B2B Sales,Familiarity with CRM tools,4,Instructor N,3.13,2023-12-14,18,FALSE,Self-paced,High,0-1 years,Audio Descriptions
C0631,Introduction to SQL,Intermediate,149,French,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Experience in customer-facing roles,7,Instructor F,3.54,2019-02-13,9,FALSE,Blended,Low,1-3 years,Audio Descriptions
C0632,Introduction to Artificial Intelligence,Intermediate,94,German,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Lead Generation,Experience in customer-facing roles,2,Instructor W,3.62,2021-11-02,11,TRUE,Self-paced,High,3-5 years,None
C0633,Advanced Customer Service,Intermediate,169,English,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,None,3,Instructor N,3.02,2020-05-04,4,FALSE,Blended,Low,10+ years,Subtitles
C0634,Fundamentals of Machine Learning,Beginner,34,Spanish,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Presentation Skills,None,2,Instructor V,3.78,2023-07-10,16,TRUE,Self-paced,High,1-3 years,Audio Descriptions
C0635,Advanced Project Management,Intermediate,41,Spanish,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Sales Techniques,Experience in customer-facing roles,6,Instructor R,4.2,2022-12-07,6,FALSE,Blended,High,0-1 years,None
C0636,Introduction to Project Management,Beginner,76,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Presentation Skills,Familiarity with CRM tools,2,Instructor G,4.39,2023-03-15,17,TRUE,Self-paced,Medium,5-10 years,Transcripts
C0637,Introduction to Agile Development,Intermediate,103,Korean,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Customer Success,Familiarity with CRM tools,6,Instructor G,4.56,2020-12-26,12,FALSE,Instructor-led,Medium,3-5 years,None
C0638,Essentials of Cloud Computing,Intermediate,119,French,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,None,10,Instructor S,3.96,2021-05-12,16,FALSE,Blended,Medium,10+ years,Audio Descriptions
C0639,Essentials of Blockchain,Advanced,98,English,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Negotiation,Familiarity with CRM tools,2,Instructor D,3.48,2024-10-18,8,FALSE,Instructor-led,High,3-5 years,Audio Descriptions
C0640,Mastering Statistics,Advanced,180,English,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Retail Sales,Experience in customer-facing roles,9,Instructor K,3.28,2022-10-11,6,TRUE,Instructor-led,Low,0-1 years,Transcripts
C0641,Mastering Python,Advanced,146,German,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Retail Sales,None,7,Instructor T,4.24,2022-10-15,18,FALSE,Self-paced,Low,0-1 years,Subtitles
C0642,Mastering Financial Analysis,Intermediate,177,Chinese,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Analytics,Familiarity with CRM tools,10,Instructor G,4.12,2020-07-25,7,FALSE,Self-paced,Medium,5-10 years,Audio Descriptions
C0643,Mastering Digital Marketing,Beginner,147,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,None,3,Instructor F,3.65,2021-08-25,9,FALSE,Blended,Low,3-5 years,Audio Descriptions
C0644,Mastering Python,Beginner,118,English,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Familiarity with CRM tools,5,Instructor Y,3.18,2020-01-28,15,TRUE,Self-paced,Medium,10+ years,Audio Descriptions
C0645,Essentials of Financial Analysis,Intermediate,166,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Negotiation,Familiarity with CRM tools,7,Instructor L,3.07,2022-10-24,19,TRUE,Blended,Medium,5-10 years,Transcripts
C0646,Mastering Leadership,Beginner,41,Korean,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Retail Sales,Experience in customer-facing roles,4,Instructor N,3.79,2020-09-09,12,FALSE,Blended,Medium,3-5 years,Audio Descriptions
C0647,Advanced Financial Analysis,Beginner,131,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Negotiation,Experience in customer-facing roles,3,Instructor U,4.14,2023-07-15,3,TRUE,Self-paced,High,5-10 years,None
C0648,Introduction to Digital Marketing,Intermediate,132,Chinese,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Familiarity with CRM tools,9,Instructor Q,4.6,2023-03-08,18,FALSE,Instructor-led,Low,1-3 years,None
C0649,Mastering Machine Learning,Advanced,50,Korean,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Relationship Management,Familiarity with CRM tools,2,Instructor O,3.33,2022-02-27,4,TRUE,Instructor-led,Medium,0-1 years,Audio Descriptions
C0650,Mastering Data Visualization,Intermediate,105,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Techniques,Experience in customer-facing roles,2,Instructor O,4.27,2022-08-22,12,TRUE,Self-paced,Medium,5-10 years,None
C0651,Advanced Cybersecurity,Beginner,166,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,9,Instructor W,3.06,2021-09-26,19,FALSE,Self-paced,Medium,5-10 years,Subtitles
C0652,Essentials of Leadership,Advanced,55,Chinese,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Strategy,Familiarity with CRM tools,2,Instructor F,3.1,2021-11-18,5,FALSE,Self-paced,High,1-3 years,Audio Descriptions
C0653,Essentials of Software Testing,Advanced,92,French,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,B2B Sales,None,4,Instructor I,4.42,2024-08-16,4,FALSE,Blended,Medium,3-5 years,Subtitles
C0654,Advanced Financial Analysis,Beginner,136,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Negotiation,Basic understanding of sales principles,5,Instructor H,4.43,2019-03-16,13,TRUE,Blended,Medium,10+ years,None
C0655,Mastering Statistics,Advanced,114,German,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,None,7,Instructor O,3.68,2020-09-13,17,FALSE,Blended,High,5-10 years,None
C0656,Mastering Data Visualization,Beginner,176,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,B2B Sales,Basic understanding of sales principles,10,Instructor L,3.16,2022-05-30,12,FALSE,Blended,Medium,1-3 years,Transcripts
C0657,Essentials of Software Testing,Beginner,120,German,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,None,8,Instructor R,4.1,2020-06-23,15,TRUE,Instructor-led,Low,10+ years,Subtitles
C0658,Fundamentals of Statistics,Beginner,70,French,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Familiarity with CRM tools,6,Instructor K,3.9,2023-01-27,6,FALSE,Blended,High,0-1 years,Transcripts
C0659,Mastering DevOps,Intermediate,103,Chinese,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,7,Instructor Y,4.05,2024-03-15,8,TRUE,Blended,High,10+ years,None
C0660,Advanced Financial Analysis,Advanced,37,German,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,None,7,Instructor T,3.16,2021-10-20,8,FALSE,Self-paced,Medium,5-10 years,None
C0661,Essentials of Machine Learning,Beginner,71,Chinese,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Experience in customer-facing roles,4,Instructor J,3.49,2019-09-23,3,TRUE,Instructor-led,Medium,1-3 years,None
C0662,Advanced Cybersecurity,Intermediate,158,French,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Strategy,Familiarity with CRM tools,3,Instructor A,4.74,2019-05-13,16,FALSE,Self-paced,Medium,10+ years,Subtitles
C0663,Essentials of Software Testing,Advanced,36,Chinese,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Negotiation,Basic understanding of sales principles,8,Instructor W,4.95,2024-09-26,17,FALSE,Self-paced,Low,3-5 years,Subtitles
C0664,Fundamentals of SQL,Intermediate,116,Korean,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Techniques,Experience in customer-facing roles,3,Instructor O,3.36,2024-07-06,10,FALSE,Instructor-led,High,1-3 years,Audio Descriptions
C0665,Fundamentals of Digital Marketing,Advanced,100,German,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Negotiation,Experience in customer-facing roles,5,Instructor L,4.32,2023-01-25,12,FALSE,Self-paced,High,0-1 years,None
C0666,Fundamentals of Digital Marketing,Beginner,62,Korean,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Familiarity with CRM tools,5,Instructor S,4.11,2022-05-25,7,TRUE,Instructor-led,High,1-3 years,None
C0667,Essentials of Customer Service,Beginner,118,French,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,Experience in customer-facing roles,4,Instructor Q,3.46,2024-05-28,8,FALSE,Self-paced,High,1-3 years,Audio Descriptions
C0668,Fundamentals of Cybersecurity,Beginner,87,Korean,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Experience in customer-facing roles,2,Instructor X,4.95,2024-11-16,10,TRUE,Blended,Low,1-3 years,Subtitles
C0669,Essentials of Artificial Intelligence,Beginner,99,German,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Familiarity with CRM tools,6,Instructor Z,3.4,2021-01-18,10,TRUE,Blended,Medium,3-5 years,Subtitles
C0670,Fundamentals of Software Testing,Advanced,101,English,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Sales Strategy,None,5,Instructor H,3.14,2021-09-26,18,FALSE,Blended,Low,3-5 years,Subtitles
C0671,Mastering UX Design,Beginner,143,English,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Strategy,Experience in customer-facing roles,9,Instructor J,3.52,2019-02-09,16,TRUE,Instructor-led,High,3-5 years,None
C0672,Fundamentals of Python,Intermediate,99,Chinese,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Retail Sales,None,6,Instructor U,4.74,2022-05-12,11,TRUE,Instructor-led,High,0-1 years,Audio Descriptions
C0673,Introduction to Digital Marketing,Beginner,154,English,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,None,8,Instructor V,4.49,2022-06-01,6,FALSE,Blended,High,10+ years,Transcripts
C0674,Introduction to UX Design,Beginner,84,Spanish,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Familiarity with CRM tools,6,Instructor T,3.69,2021-05-11,7,FALSE,Self-paced,Medium,3-5 years,Transcripts
C0675,Advanced Software Testing,Intermediate,162,Chinese,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Familiarity with CRM tools,6,Instructor L,4.98,2020-08-16,12,FALSE,Instructor-led,High,1-3 years,None
C0676,Mastering Agile Development,Advanced,130,Chinese,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Retail Sales,None,4,Instructor O,4.73,2022-01-28,3,TRUE,Blended,High,3-5 years,Audio Descriptions
C0677,Introduction to Cloud Computing,Intermediate,139,Chinese,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Basic understanding of sales principles,3,Instructor C,3.88,2021-09-22,8,FALSE,Instructor-led,High,1-3 years,None
C0678,Mastering Data Science,Advanced,154,Korean,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Retail Sales,Familiarity with CRM tools,7,Instructor I,3.97,2023-02-22,17,FALSE,Instructor-led,Low,0-1 years,Audio Descriptions
C0679,Advanced Financial Analysis,Beginner,180,Spanish,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Lead Generation,None,10,Instructor Y,4.8,2021-12-03,20,FALSE,Self-paced,Low,1-3 years,Audio Descriptions
C0680,Mastering Cloud Computing,Advanced,84,Korean,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Analytics,Familiarity with CRM tools,5,Instructor V,3.55,2021-11-26,11,TRUE,Self-paced,High,5-10 years,None
C0681,Mastering DevOps,Beginner,165,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Negotiation,None,10,Instructor Z,4.82,2022-09-01,20,FALSE,Blended,Medium,5-10 years,Subtitles
